Size (sq ft),Location,Security,Garage,Floor_Number,Number_of_Rooms,Built_Year,Price (in $1000s)
1909,0,0,0,7,9,2008,249.6
2589,1,1,0,11,9,2018,379.72
2097,1,1,0,14,2,2001,229.21
615,1,0,0,1,5,1986,113.49
517,0,1,0,9,2,1989,69.49
1094,1,0,1,1,7,2008,225.49
3361,0,0,1,13,9,2010,358.32
2229,0,1,0,14,8,2000,275.95
3224,1,1,1,15,4,1999,355.76
2140,1,0,1,3,5,1999,278.65
2562,0,0,0,3,9,1981,276.42
2293,1,0,0,4,5,1992,286.11
1237,1,0,1,5,9,2010,244.75
3944,0,1,0,4,6,1984,362.64
3916,0,1,0,1,2,2015,356.88
2807,0,0,0,15,2,1985,228.93
3149,1,1,1,3,7,2008,384.9
1081,1,1,1,11,10,2009,265.1
961,0,0,1,14,5,2014,118.3
3702,0,1,0,8,7,1988,387.08
2041,1,1,1,4,4,1992,278.99
1552,0,1,0,8,2,2017,150.25
3256,1,0,0,11,4,1996,346.58
1998,1,1,0,11,7,2021,301.56
3288,1,1,1,15,3,1996,350.83
1243,1,1,1,3,6,2020,232.89
3164,0,0,0,11,4,2002,278.17
2411,1,1,0,11,3,1996,283.1
1058,0,1,0,12,9,2022,192.23
1895,1,1,0,10,10,1987,287.43
3172,0,0,1,8,7,1986,307.96
1156,1,1,0,15,7,1992,215.81
767,0,0,0,10,4,2006,92.77
3784,0,1,1,11,9,2005,434.62
504,1,1,0,12,6,2009,152.25
2082,0,0,0,1,6,2010,204.59
2172,0,0,1,14,9,2004,284.21
2608,0,0,0,10,7,2022,286.17
3566,1,0,0,12,7,2006,379.9
3267,1,0,0,4,4,2019,345.85
3885,1,1,0,3,9,2012,468.93
1374,0,1,0,14,6,1988,166.67
921,1,0,1,7,2,1990,136.6
3784,1,1,1,3,8,2020,474.75
3608,1,0,1,9,3,1991,365.49
535,0,1,0,12,7,1984,108.79
2013,0,1,0,2,9,2018,284.96
937,0,0,1,1,8,2000,168.69
1616,1,0,1,10,4,2011,220.39
1119,1,1,0,15,3,2023,171.88
1367,1,1,0,8,3,1998,197.54
834,1,0,0,1,2,1987,115.01
3435,1,0,0,8,8,2011,388.92
2531,0,0,1,14,4,2009,247.14
1829,1,0,1,11,3,2018,233.47
1779,0,0,1,7,5,2012,194.3
1306,0,1,0,10,9,2016,196.07
3631,1,1,0,5,6,1988,406.81
2201,0,1,1,7,2,2007,213.81
1921,1,0,1,4,9,2002,294.94
2135,0,1,1,15,9,1998,287.67
3595,0,0,0,5,10,1981,380.17
1430,0,1,0,11,3,1985,159.11
2914,0,0,0,6,4,1982,247.84
1071,1,1,0,3,4,2019,196.03
2832,1,0,0,15,2,1982,263.41
899,0,1,1,3,9,1996,183.49
1542,0,0,0,6,9,1992,214.69
1276,1,0,0,8,9,2024,255.93
3026,1,1,1,7,2,1998,317.34
2513,1,0,1,14,9,2021,363.95
1167,0,0,1,2,5,1992,156.9
1687,0,0,0,9,9,2007,219
2502,1,1,0,10,2,1995,260.21
1856,0,0,0,14,8,2009,237.86
910,0,1,1,8,3,2000,138.77
3667,1,0,0,3,10,2009,447.42
3620,0,1,1,1,3,1984,348.7
1454,1,1,0,5,9,2008,249.1
2002,0,0,0,10,9,2001,242.06
2877,0,0,1,7,4,1990,263.8
1398,0,0,1,15,8,1982,176.29
583,1,1,0,10,8,2002,176.07
2610,1,0,0,11,7,2001,331.85
3836,1,1,0,7,4,1982,399.63
1123,0,0,1,13,7,1986,156.69
3401,1,1,1,12,2,1980,369.49
626,1,0,0,13,3,1997,105.61
879,1,0,0,1,3,2015,146.92
3483,0,1,1,9,10,1998,397.82
1859,0,1,1,7,4,2022,235.75
1883,0,0,0,8,10,1998,256.29
2320,1,1,0,6,8,2017,312.51
2510,0,0,0,9,4,2015,248.75
3009,1,0,1,11,4,2019,339.64
2771,1,0,0,7,3,1990,277.86
2128,0,0,1,4,9,2022,274.89
1080,1,0,1,3,6,2003,208.68
2298,0,1,0,11,4,2006,238.76
1719,1,0,1,8,7,2017,273.06
972,0,0,0,4,10,2015,160.86
734,1,1,0,6,4,1997,169.97
3223,1,0,0,4,5,2012,368.23
560,0,0,0,12,5,2021,90.05
1202,0,0,1,3,7,2020,167.48
3705,1,1,1,13,3,1994,385.69
2827,0,0,1,11,6,2022,289.9
2133,0,0,0,12,7,2001,222.04
3134,0,1,1,9,2,2019,319.65
3738,1,0,0,12,9,1991,436.14
1251,1,1,1,7,8,2017,272.48
1836,0,1,1,10,7,2021,240.29
744,1,0,1,3,2,2002,113.83
3280,0,1,1,12,6,2010,344.05
1529,0,0,0,11,10,2005,212.15
2124,1,1,0,7,8,2019,308.87
2373,1,1,0,6,9,2014,343.07
1203,1,1,0,2,9,2020,236.86
3671,1,0,0,12,9,2012,418.44
1533,1,0,0,11,4,2019,212.95
3767,0,0,0,2,8,2010,392.65
3649,1,0,1,8,4,1987,394.13
3867,1,0,0,13,8,2022,432.02
3613,1,1,0,1,7,2005,428.39
3038,1,1,1,2,2,2004,319.47
832,1,0,1,3,6,1986,161.81
2740,1,1,0,13,5,2008,345.12
2625,1,0,0,12,10,2015,358.56
3271,0,1,1,3,3,2007,299.5
1274,1,0,1,4,7,1991,208.76
1861,0,0,1,3,4,2022,186.25
1573,1,0,0,14,6,2022,217.77
3248,0,0,0,6,9,2013,336.95
1349,1,1,0,6,4,2004,213.93
1288,0,1,0,13,2,1997,147.71
3234,1,1,0,9,6,2001,367.19
2857,1,0,1,4,2,1984,307.15
3818,0,1,0,13,10,1980,422.51
2815,1,0,1,10,10,1989,364.95
3737,1,1,0,8,9,2020,447.72
3548,0,0,1,7,10,1993,365.42
1110,1,1,0,15,7,2006,233.93
1491,0,1,0,9,10,2012,248.82
2344,0,1,1,2,5,1984,238.39
556,0,0,0,13,2,1985,42.46
2509,0,0,1,13,5,2019,260.17
3397,1,1,1,14,8,1984,423.28
3278,0,1,1,2,2,2002,322.71
1863,1,1,0,7,2,2008,230.93
3309,1,0,0,4,9,1998,381.34
2757,1,0,1,11,7,2023,343.56
2163,1,1,0,14,2,1984,231.28
3901,1,0,1,5,6,2006,425.73
3906,1,1,0,6,10,2019,478.53
3416,0,0,1,11,10,1980,377.43
1476,1,1,0,10,5,1981,226.65
1930,0,0,1,5,7,1992,218.53
3046,0,1,0,8,5,2015,299.11
1769,1,1,0,15,9,2017,290.02
1745,1,1,0,6,2,2009,212.6
579,0,0,1,1,9,1984,134.1
1656,1,1,1,6,9,2007,287.03
3586,0,1,1,13,5,1994,375.46
3989,0,1,0,7,8,2010,404.98
1019,0,1,0,1,8,1981,158.47
2591,0,0,0,7,5,1992,221.89
1489,1,1,1,2,8,1992,254.87
2331,0,0,1,5,10,2012,282.09
804,1,0,1,12,6,2015,165.15
581,0,1,0,12,6,1993,114.21
2615,0,0,0,12,2,1991,217.86
562,0,0,1,5,3,1993,60.68
2661,1,0,1,6,2,2012,288.7
3855,1,0,1,1,9,2021,443.21
3343,1,1,1,15,6,2017,421.87
3798,0,1,1,6,4,2004,361.86
3464,1,0,0,15,4,1985,335.97
1695,0,1,0,4,9,2015,226.38
1336,0,1,1,6,6,2021,204.18
2563,1,1,0,15,8,2007,359.15
541,1,0,0,2,4,2018,126.82
1893,1,0,0,2,8,1981,251.87
1999,0,0,1,11,4,2000,208.45
3765,0,0,1,7,10,2013,429.94
3515,1,0,0,2,6,1986,383.38
3480,1,1,0,14,6,1986,379.59
3861,1,0,0,10,10,1991,437.88
1773,1,0,1,10,10,2003,276.84
2634,1,0,0,10,2,1989,269.97
675,0,1,0,10,2,2020,86.77
1256,1,1,0,13,9,2003,230.58
1516,1,0,1,11,6,1980,237.04
3557,0,0,1,10,2,1989,287.71
1419,0,0,0,1,10,1997,217.69
2181,1,1,0,1,5,1984,262.38
1011,0,1,1,2,2,2015,148.74
2675,1,1,0,3,2,2001,302.92
3865,0,0,1,4,7,2007,372.3
1595,1,0,0,2,9,1996,271.03
2725,1,1,1,13,7,2017,386.83
833,1,0,1,9,10,1995,228.87
2674,0,1,0,5,8,2001,286.39
3984,1,0,1,8,7,2001,457.76
571,0,0,1,3,9,1987,127.74
3911,0,0,0,1,9,2008,392.96
1265,1,1,0,7,6,2006,211.53
2780,1,0,0,12,8,1981,310.81
2963,0,1,0,15,2,2007,258.94
3872,1,0,0,12,5,1980,372.68
1051,1,0,0,10,10,2003,225.26
3691,0,0,0,5,3,2006,315.51
2727,1,1,0,8,10,1989,365.75
2180,0,1,1,3,2,1992,217.81
1815,1,0,0,14,7,2017,250.19
1504,1,1,1,14,2,2020,209
3743,1,1,1,8,2,2001,388.44
2987,0,1,0,14,6,2016,296.51
1107,0,0,1,9,7,1980,146.82
992,1,1,0,4,7,2021,212.62
2313,1,0,0,5,3,2021,259.79
3185,0,1,1,1,8,2007,343.65
3547,1,1,0,15,4,2012,377.5
2808,0,0,0,6,6,1980,257.39
696,1,1,0,9,8,1987,196.54
1973,0,0,1,14,3,1996,194.33
1636,1,1,0,15,8,1981,257.39
1082,0,1,0,14,10,2005,199.37
1855,0,0,0,14,2,2006,155.37
1783,1,1,0,6,2,1999,212.31
2247,0,1,0,13,4,2001,208.75
881,1,0,0,6,10,2010,196.91
3723,1,1,0,7,7,1986,408.2
2144,1,1,1,1,8,1991,301.23
3539,1,0,0,14,10,1996,423.39
794,0,0,0,15,7,2013,110.42
3884,1,0,1,5,6,1995,412.47
1680,1,0,1,3,9,2015,280.69
1025,0,1,0,11,5,2007,138.97
3184,1,1,0,2,4,2003,358.63
1647,0,0,0,8,2,2006,148.11
3721,1,1,0,3,9,1981,437.43
3517,1,0,1,8,2,1987,333.85
1595,1,0,1,3,3,2020,216.05
3957,0,1,1,10,6,1988,383.4
3523,0,0,1,6,9,1993,381.45
3566,1,0,1,6,6,1987,407.83
1272,1,1,0,11,3,2004,180.58
2596,0,0,0,9,2,2015,232.9
2444,0,0,1,11,9,2010,274.44
1990,0,1,0,5,5,2009,234.11
1390,0,1,0,6,10,1994,233.96
2069,0,0,0,8,4,1999,198.91
523,0,1,1,11,4,1991,94.97
1193,1,1,0,6,5,1995,214.03
980,0,1,0,13,9,1988,157.82
629,1,1,0,14,6,2024,160.35
3082,0,0,1,10,9,1994,345.35
2832,1,1,0,15,9,1998,362.71
3996,0,1,0,13,4,1995,379.79
3616,1,1,1,1,5,1990,408.97
2051,0,0,1,13,2,2000,168.61
1329,0,0,0,6,10,2001,176.56
602,1,1,1,3,3,2006,140.72
1443,0,0,1,9,6,1992,191.74
3060,0,0,0,15,10,1989,337.16
2347,0,1,1,4,6,1984,279.9
3583,0,1,0,11,6,2020,378.13
2667,0,0,1,13,5,2024,267.38
2605,1,1,1,15,9,1981,364.28
2064,1,1,0,12,2,1993,238.36
2596,1,0,0,15,3,2020,284.27
3422,0,0,0,2,10,2001,361.21
890,0,1,0,13,2,1981,73.7
592,1,0,0,1,9,2024,203.34
1247,0,1,1,14,10,1992,216.91
1280,0,1,1,6,4,1999,181.06
950,0,0,1,4,4,2018,140.84
1925,1,0,1,10,10,2001,293.68
540,0,0,1,8,8,2006,122.84
1089,0,1,0,9,7,1994,156.9
3163,1,0,1,2,5,2016,367.36
2143,1,1,1,5,10,1983,331.83
1762,1,1,1,14,9,2018,314.22
3117,1,1,0,11,2,2017,324.14
1743,0,0,0,13,8,1987,190.88
2043,0,1,0,8,6,2022,237.77
1103,0,0,1,14,3,2024,137.54
1124,0,1,1,2,3,2000,134.72
2940,0,1,1,14,6,2009,309.67
922,0,1,0,6,10,1992,166.07
2656,0,0,0,13,8,1997,264.33
1054,0,0,0,2,2,2018,120.23
3656,0,0,0,5,3,2007,314.07
3628,0,1,0,4,4,1997,354.72
3943,0,1,1,15,4,2021,403.3
872,0,1,0,13,9,2009,171.91
3653,0,0,1,4,6,2003,355.8
3760,1,0,1,5,5,2016,399.63
1859,0,1,0,12,3,1998,204.72
1436,1,1,1,14,7,1997,238.13
2784,1,1,0,11,4,1995,308.54
1849,0,1,1,8,2,1994,190.01
3726,0,0,1,7,3,1991,318.86
1840,1,0,1,10,10,1987,296.43
2246,1,0,0,13,10,2015,322.8
2004,0,1,0,3,9,2014,274.48
3879,0,1,1,4,2,2012,363.92
763,0,0,0,15,4,2009,77.58
2248,0,0,0,7,7,2005,220.46
3383,0,0,0,1,6,2009,332.89
3914,1,0,0,13,5,2015,397.33
2714,0,0,1,13,6,1994,276
1290,1,1,1,5,6,1985,228.62
1433,0,0,0,1,7,1987,174.64
543,0,0,1,6,7,2010,109.14
2464,1,0,0,7,6,1982,273.67
2489,0,1,0,8,6,2011,258.02
1629,0,0,1,1,2,2023,165.81
3492,0,0,0,11,5,1999,321.06
1464,1,1,0,1,9,1983,274.76
3487,0,1,0,7,10,2015,377.31
4000,0,0,0,12,6,2022,379.86
668,0,0,0,14,6,1992,91.12
1591,0,1,0,6,3,2014,161.33
2690,1,0,1,4,3,2019,304.32
627,1,0,1,15,7,2000,154.51
3753,0,0,1,1,10,2010,412.51
1504,0,0,1,6,9,2021,209.34
947,0,1,1,10,6,2022,181.34
3237,0,1,0,5,10,2000,386.21
1522,0,1,1,3,7,2016,213.25
2391,1,0,1,1,7,2009,305.27
3650,0,1,1,13,10,1983,387.26
3908,0,1,0,15,7,2010,388.71
2903,0,1,1,8,10,2002,354.63
3732,1,0,0,15,6,2012,410.29
3633,1,1,0,3,6,2002,413.32
3096,1,1,1,9,10,2001,415.85
2259,0,0,0,12,5,2000,210.81
771,0,1,1,1,6,2019,141.39
1283,1,0,0,10,2,2001,172.61
3488,1,1,0,9,4,2002,377.89
1504,1,1,1,5,2,1997,216.75
1951,0,1,0,11,5,2024,211.16
836,0,1,1,10,9,1992,156.23
1425,1,1,1,15,6,2006,231.78
2949,0,1,0,14,8,1983,322.33
1015,1,1,1,4,5,2007,211.38
1873,0,0,0,6,4,2018,168.95
3446,0,0,1,3,2,2004,311.68
1229,1,0,0,13,6,2005,190.79
777,1,0,0,5,5,2014,151.44
3771,0,0,1,5,8,1990,389.02
3850,0,0,0,7,10,1981,375.51
540,1,1,0,7,3,2024,141.63
791,1,0,1,8,3,2004,156.53
2445,1,0,0,3,3,2001,279.86
3429,0,1,0,14,4,2000,316.47
1446,1,1,1,1,7,1987,261.14
542,1,1,1,11,8,1998,212.13
1603,1,1,0,5,10,2006,294.6
3053,0,1,0,10,7,2008,331.89
3127,1,0,0,5,9,2005,383.49
1007,1,0,1,15,9,1982,218.66
3191,0,0,1,15,8,1994,320.97
2740,1,0,0,1,7,1987,325.07
948,1,1,1,3,3,1999,183.36
3438,0,0,1,7,8,1994,336.53
1799,0,1,0,7,3,2014,185.07
3520,1,0,1,15,4,1984,369.15
2048,0,0,0,1,2,2014,178.45
2273,0,1,1,7,3,2000,217.51
1414,1,1,1,8,4,1990,204.83
3069,1,1,0,2,7,2001,390.87
808,1,0,1,12,3,2016,135.41
2447,1,0,1,8,2,1988,257.76
3396,1,0,1,15,8,2012,390.32
3635,0,0,0,5,9,2005,374.25
2226,1,1,0,9,9,1987,312.46
1707,0,1,0,3,6,1998,212.2
3086,0,0,1,15,8,1996,320.14
2944,0,0,0,12,5,2012,268.99
2053,0,0,1,6,4,2015,207.67
927,0,0,1,5,9,2020,165.83
2049,0,1,1,5,8,2007,253.23
2106,0,1,0,10,6,2002,231.03
2796,0,0,1,7,4,1980,250.18
2446,0,0,0,8,3,2024,224.67
2541,1,0,1,7,8,2018,331.67
3609,1,1,1,11,3,2014,380.07
513,1,1,0,13,9,1982,196.35
1019,0,0,1,2,6,2009,138.59
2043,0,0,0,3,6,1989,194.25
3958,0,1,1,9,3,2007,377.5
2244,0,0,1,2,2,2013,220.47
2252,0,0,1,1,9,2006,290.62
2164,0,0,0,12,3,2010,196.15
3331,0,1,1,8,5,1991,323.19
3066,1,0,1,15,3,1989,302.5
3002,0,0,0,6,5,1995,258.93
3237,0,0,1,5,9,1981,334.17
2592,1,0,1,2,4,1994,312.3
1083,1,0,1,3,9,2020,227.02
3231,1,0,0,10,5,2013,369.76
2184,1,1,0,10,2,1988,255.25
3958,0,0,1,12,10,1998,408.49
3186,0,1,0,6,4,2004,321.11
2583,0,0,1,11,7,1984,260
2181,1,1,0,10,5,2002,274
3612,1,1,1,5,10,1995,445.05
2750,1,0,1,7,4,2017,332.94
2120,1,1,1,1,2,1998,243.76
3753,1,1,0,14,5,2022,415.94
3460,1,0,1,7,6,1989,377.82
3901,0,0,0,3,5,1984,334.91
936,0,0,0,12,8,2005,136.73
1168,1,0,0,10,9,2003,212.96
659,0,1,0,1,10,2010,177.53
1864,1,0,0,8,6,1999,260.92
3574,1,1,0,11,2,2022,359.95
2855,0,1,0,12,3,2007,268.68
1169,1,1,0,9,3,2008,182.67
3404,0,0,0,9,4,2017,318.91
2894,1,0,1,11,3,2010,338.57
848,1,0,0,12,2,1984,109.09
3444,1,0,1,4,9,1984,429
2098,0,0,0,11,8,1982,212.33
3327,0,1,0,7,2,1993,303.82
3814,0,1,1,13,7,1980,386.4
3287,0,0,1,4,8,1980,336.42
3115,1,0,1,4,5,1985,335.49
3904,1,1,0,10,7,2019,467.13
3617,1,0,0,6,3,1980,341.98
3704,0,0,1,1,9,1994,371.26
1098,1,0,1,9,4,2007,203.2
2493,1,1,1,11,5,2019,344.73
2160,1,0,0,14,9,1984,305.11
1596,0,0,0,14,9,2009,212.8
3925,0,1,0,13,2,1997,341.78
3115,0,0,0,9,6,2024,316.46
3784,0,0,1,15,10,1995,384.45
3216,1,1,0,5,2,2009,352.53
600,1,0,0,15,9,2016,168.38
2054,1,1,0,14,7,1991,300.13
3552,1,1,1,9,3,1986,384.8
3235,1,0,1,9,8,2022,396.27
3720,1,0,0,5,2,2018,379.48
3272,0,1,1,9,10,1982,384.79
3922,0,0,0,3,9,2000,410.3
3539,1,1,0,12,2,2015,380.55
2746,1,1,1,12,7,2016,371.54
2125,1,1,0,9,7,1986,278.51
2079,0,0,1,6,4,2004,228.15
2675,1,0,1,1,6,2011,347.84
1398,0,0,0,7,8,2005,182.25
3063,0,1,1,5,10,1984,369.48
2533,0,1,1,15,9,2022,341.68
2907,1,1,0,12,8,1983,375.69
1542,0,1,1,12,8,2003,233.76
724,1,1,1,14,5,1998,189.64
1335,1,0,1,14,7,1991,222.71
2367,1,0,1,15,8,1999,340.99
1296,0,0,0,8,3,1988,118.04
3836,0,0,0,9,2,2012,300.54
2567,1,1,0,11,4,1991,317.4
1860,1,1,0,14,7,2008,270.87
1723,0,1,1,5,10,1983,268.47
3135,1,1,0,12,7,2016,388.21
3634,1,1,1,6,2,1987,376.83
777,1,0,1,11,6,1981,185.14
1800,0,1,1,4,2,2002,185.57
1063,0,0,1,3,3,1993,123.66
910,1,0,0,15,4,1996,135.49
3284,1,1,0,7,5,1983,345.11
780,1,1,0,8,9,2021,203.9
3233,0,1,1,5,8,1999,372.13
3157,1,1,1,3,2,2010,351.08
3788,0,0,1,9,10,1981,406.64
1773,1,0,0,14,2,1988,182.69
2441,0,0,0,14,7,1992,242.78
1784,0,0,0,4,3,1981,142.87
2338,0,0,1,11,9,1985,285.02
2152,1,1,1,8,5,1987,268.62
1636,1,0,0,5,8,1991,244.61
2340,1,1,1,10,6,1999,313.26
4000,0,1,0,12,6,2022,399.38
3040,1,1,0,8,5,2004,333.29
3032,0,1,1,1,7,1990,326.1
2673,1,0,0,9,5,2013,298.77
1101,1,1,1,13,7,2014,240.75
3131,1,0,1,15,9,2005,376.59
2198,1,0,1,13,5,2022,288.12
3526,0,1,1,15,7,1999,388.61
3534,0,0,1,6,3,1981,295.52
3092,1,1,1,14,7,2023,402.01
2883,0,1,1,12,8,1984,326.21
3834,0,0,1,1,8,2021,386.2
2330,0,0,0,9,7,1980,230.02
1597,1,0,1,6,10,2009,294.53
2620,1,0,0,4,8,1989,303.45
747,1,0,0,15,4,1983,109.01
2956,1,0,0,2,6,1997,335.4
3971,1,0,1,15,10,2011,464.37
2506,1,1,1,12,8,1982,355.96
2390,1,1,1,7,6,2018,312.92
3879,1,0,1,12,5,1992,389.5
3729,1,1,1,11,6,1980,419.64
644,0,0,1,14,2,1983,76.5
1009,1,1,1,10,8,1991,231.87
2566,0,1,0,6,3,1996,234.85
1948,0,1,1,15,6,2000,240.4
2577,1,0,1,1,6,2015,329.72
2727,1,1,1,15,8,1994,361.51
3930,0,0,1,13,7,2023,382.13
2238,0,1,1,12,5,2005,250.55
3793,0,1,1,4,4,2021,392.95
2303,0,0,1,12,4,2005,217.46
545,0,0,1,4,9,2003,118.71
838,1,1,0,7,2,1996,144.54
1448,1,1,0,5,4,2004,229.53
1139,0,1,1,9,6,1988,182.37
1066,1,1,0,8,2,2018,172.53
818,1,1,0,4,2,2012,134.74
2455,1,0,1,7,8,2021,357.4
2588,1,0,1,1,10,2010,382.1
3811,0,0,1,15,4,2015,354.98
1419,0,1,0,14,7,1999,193.88
3952,0,1,1,15,3,1991,372.72
2068,0,0,0,6,6,1999,213.75
2626,0,1,0,11,5,2006,265.02
685,0,0,0,12,5,1987,72.48
3570,0,0,1,9,9,1985,353.4
2236,1,1,1,5,6,2020,320
3594,1,1,1,7,9,2024,473.69
3321,1,1,1,4,6,1998,381.29
1533,0,1,0,7,5,2022,173.73
2631,1,1,0,10,5,1990,321.44
655,1,0,1,12,5,2017,183.12
3183,1,1,0,12,9,2021,432.32
1852,0,1,1,1,5,1988,222.58
3781,1,1,0,14,8,2023,453.54
1505,1,1,1,3,6,2010,263.99
2091,0,0,0,5,9,2004,244.1
2360,1,1,1,6,4,1988,305.13
3458,1,0,1,7,8,2014,423.06
2507,1,1,0,7,4,1995,280.47
2774,0,1,0,1,5,1996,297.29
1394,1,1,1,6,2,1989,215.12
1940,1,1,0,14,2,1993,224.74
3975,1,1,1,7,9,1995,474.87
3584,1,0,1,7,2,1983,351.17
1570,0,0,0,7,2,1992,115.09
3069,1,1,1,11,7,2000,394.34
3779,0,1,1,11,7,1983,378.95
2711,1,0,0,8,2,1993,254.98
3465,1,0,1,1,7,1998,385.05
3491,1,1,0,8,4,1982,377.47
2281,1,0,0,9,6,1994,289.52
2894,0,1,1,12,3,1981,291.14
1497,1,1,0,8,9,2018,294.88
1864,1,1,0,6,9,2022,326.49
2396,0,1,1,7,8,1983,284.43
3764,1,0,0,13,8,2005,410.04
3781,1,0,0,2,10,2014,461.19
3658,1,0,1,14,4,1989,373.95
2297,0,0,1,7,10,2003,303.93
542,1,1,1,5,10,2024,218.74
783,1,1,1,13,10,1987,214.48
1838,1,1,0,2,3,1998,243.77
598,1,0,0,2,10,2015,182.56
2437,1,1,0,8,4,2002,284.55
1029,1,1,1,6,5,2004,196.59
2046,1,1,0,7,9,2022,327.71
3085,1,1,0,1,4,2010,341.81
2817,1,0,1,5,10,2007,386.33
726,1,0,0,14,8,1987,152.16
840,0,1,0,7,10,2017,199.38
3090,1,0,1,15,5,2009,359.02
3234,1,0,1,12,8,1995,403.81
1876,1,0,1,15,2,1985,229.59
1850,0,1,0,9,3,1988,183.98
3834,1,1,1,13,3,2017,414.62
1629,0,1,1,1,2,1992,182.28
1390,0,0,1,4,6,2012,160.33
1660,1,0,1,15,9,2009,281.1
2904,0,1,1,8,3,2023,303.28
1880,1,1,1,6,5,2009,280.15
2711,0,0,1,4,3,2011,270.75
1007,0,1,1,8,9,2013,213.69
3905,1,1,1,12,8,2002,467.26
3319,1,0,1,6,6,1998,372.19
2911,1,1,1,11,4,2013,370.99
3748,1,1,0,4,6,2014,438.16
3197,1,0,0,12,2,2014,335.77
3334,0,1,1,15,3,2009,317.91
522,0,1,1,9,8,2022,170.6
3320,1,0,0,4,5,1994,331.8
972,1,0,1,7,3,1995,160.32
1278,0,1,1,13,3,2007,145.48
870,1,1,0,3,6,2013,181.68
3755,1,1,0,7,4,2012,414.09
2076,0,1,1,5,8,2023,264.56
3083,1,0,1,7,7,2008,386.87
2923,0,1,1,11,2,2002,294.67
1827,1,1,1,14,6,2021,273.72
1602,0,0,1,10,7,2019,200.3
1666,1,1,0,2,3,2002,205.67
1984,1,1,0,10,7,1984,260.62
848,1,0,1,6,8,2014,224.66
1645,0,0,0,3,5,2007,185.6
540,1,0,0,2,6,2018,160.66
1597,0,1,1,10,2,1983,172.92
3544,1,1,1,12,7,2001,419.71
646,1,1,0,8,8,2010,175.63
1802,0,0,0,14,4,2004,154.45
3519,0,1,0,13,5,2005,361.1
3178,1,0,1,8,8,2024,379.39
3708,1,0,0,6,8,2001,419.6
2027,0,0,0,8,7,2004,209.95
1646,1,1,1,12,3,2000,216.5
2366,1,0,1,4,10,1998,331.39
1524,1,1,0,14,7,2012,259.86
1144,0,0,1,9,9,1994,163.93
2327,1,0,1,15,7,2004,322.56
3275,1,0,1,11,10,1983,397.53
1349,0,0,0,11,2,1986,101.48
1578,0,0,1,9,10,1993,207.89
1430,1,0,0,12,4,1982,187.29
2019,0,0,1,9,2,2017,192.54
3265,1,0,1,12,9,1994,390.2
3095,1,1,1,8,8,2024,414.15
2935,1,1,1,5,4,2000,355.63
3672,1,0,1,2,10,1999,443.82
3001,0,0,1,10,4,1986,266.24
3410,0,0,1,6,6,2002,350.21
1506,0,1,1,3,9,2007,255.42
3199,0,0,1,2,7,1993,315
3218,1,1,1,4,9,1992,405.13
2979,0,0,0,11,10,2023,355.11
2477,0,1,0,3,4,1986,231.56
3715,1,1,0,8,5,2008,391.85
1947,1,1,1,10,5,1997,278.78
2687,0,0,1,12,8,2005,289.61
1317,1,1,0,15,10,2022,271.39
2756,1,0,0,8,4,1984,289.77
1861,1,1,1,4,4,2003,261.9
1766,0,1,0,11,10,1988,230.31
742,0,0,1,9,8,2016,156.76
610,0,1,1,7,2,1995,83.73
1592,0,0,1,2,8,2012,223.29
630,1,1,0,14,3,2005,156.87
3012,0,0,0,1,7,2000,301.87
3915,1,1,1,10,3,1994,428.68
3243,1,0,0,9,2,1992,321.53
2506,1,1,1,8,6,1994,344.78
2400,0,1,1,12,6,1995,289.61
3038,0,1,0,3,10,2012,359.08
1559,0,0,0,3,8,2012,192.5
2148,0,0,1,7,8,2001,262.83
2898,0,0,1,9,10,1983,336.32
3791,1,1,1,1,7,1984,446.62
2873,1,1,0,13,3,1981,325.02
1911,0,1,0,9,2,2004,185.69
3592,1,1,1,15,6,1994,399.01
893,0,0,0,6,6,1992,132.1
1677,1,1,0,1,7,2024,270.16
1494,0,0,1,13,9,1988,197.88
1216,0,1,0,1,10,1993,186.53
2633,1,0,0,4,7,1996,301.68
2445,1,1,1,11,4,2021,304.24
3037,0,0,0,6,2,2021,258.13
2200,1,1,0,3,6,2011,293.8
1646,1,0,1,8,4,1984,206.34
1885,0,0,1,1,3,1985,156.69
3098,0,1,1,2,6,2006,325.63
1989,1,0,0,10,9,2004,299.49
1684,0,1,1,10,3,1986,179.23
2858,0,1,0,6,3,2004,251.32
2222,0,1,1,13,9,2007,288.34
2218,0,0,0,13,5,2002,229.06
635,0,0,1,4,6,1995,92.17
3263,1,1,0,2,9,2012,407.02
3498,0,1,1,6,10,1984,408.92
1017,0,1,0,6,4,1982,103.29
3506,1,0,1,13,10,1986,413.23
1459,1,0,0,4,2,1996,156.39
2576,0,0,1,13,10,2015,329.12
3620,0,0,0,3,4,2022,345.5
2782,0,0,1,2,4,2002,280.37
2248,0,0,1,12,6,2013,255.07
2290,1,1,0,10,3,2011,272.37
3996,0,0,0,14,9,2013,413.86
3021,1,1,1,9,5,2010,380.96
3583,1,0,1,14,6,1994,379.39
2341,0,1,0,10,2,2002,218.4
1450,1,1,0,1,10,1992,272.38
678,0,1,0,15,10,1998,162.02
2531,1,0,1,6,8,2015,346.77
3199,1,0,0,2,9,2010,374.08
593,1,1,1,3,6,1982,161.07
1190,0,0,0,6,8,2008,168.92
1833,1,0,0,11,10,2001,298.21
